enrollment_id,student_id,course_id,enrollment_date
2003,351,74,2025-01-27
2004,1052,91,2025-01-17
2005,497,14,2023-12-25
2006,660,89,2025-02-19
2007,402,42,2024-10-07
2008,687,62,2023-06-20
2009,829,34,2023-08-03
2010,642,3,2024-10-27
2011,1324,25,2023-08-23
2012,559,6,2023-06-09
2013,976,63,2024-07-11
2014,729,93,2023-09-19
2015,1260,55,2024-01-13
2016,283,11,2024-06-20
2017,579,36,2023-11-08
2018,1382,87,2024-07-15
2019,894,45,2025-04-27
2020,736,43,2024-06-14
2021,1006,78,2023-09-19
2022,1234,67,2024-02-03
2023,1448,1,2025-01-21
2024,1372,20,2023-12-20
2025,1274,17,2025-04-09
2026,1358,98,2025-03-24
2027,461,69,2023-12-08
2028,96,95,2023-11-12
2029,1195,38,2024-04-09
2030,1102,78,2023-09-19
2031,932,33,2024-12-23
2032,1189,72,2024-01-14
2033,182,88,2024-11-03
2034,1021,17,2023-09-09
2035,63,13,2023-07-03
2036,586,57,2023-08-25
2037,4,24,2024-01-14
2038,765,86,2024-01-16
2039,1278,20,2023-07-18
2040,860,6,2023-11-17
2041,959,91,2023-08-29
2042,234,71,2023-09-13
2043,1490,90,2023-06-14
2044,990,33,2023-07-31
2045,1328,23,2024-07-04
2046,283,84,2024-04-29
2047,925,54,2024-09-07
2048,1314,23,2023-10-29
2049,1000,26,2024-05-21
2050,529,36,2024-06-19
2051,1024,27,2024-09-01
2052,898,13,2023-12-30
2053,307,33,2024-07-26
2054,740,23,2025-04-01
2055,782,87,2024-10-01
2056,1129,100,2023-10-26
2057,526,58,2025-01-03
2058,1198,73,2025-03-19
2059,574,1,2024-04-06
2060,1246,70,2023-06-14
2061,1458,95,2025-05-14
2062,287,66,2023-12-10
2063,332,16,2023-06-16
2064,1374,30,2024-08-23
2065,1458,96,2023-07-22
2066,1470,67,2023-10-21
2067,19,88,2024-01-28
2068,168,65,2025-02-24
2069,420,57,2024-02-26
2070,676,27,2023-07-07
2071,765,99,2024-02-04
2072,642,30,2023-10-10
2073,826,30,2023-06-07
2074,1114,28,2025-03-09
2075,1434,100,2024-06-14
2076,564,60,2023-07-30
2077,29,79,2025-04-09
2078,695,54,2024-07-23
2079,461,69,2023-12-08
2080,858,69,2025-01-16
2081,857,85,2023-09-13
2082,708,14,2025-05-17
2083,22,88,2025-02-10
2084,713,60,2024-09-09
2085,792,18,2024-06-04
2086,620,61,2024-09-08
2087,67,64,2023-12-02
2088,530,51,2023-09-17
2089,8,15,2023-11-21
2090,203,96,2023-11-07
2091,1108,3,2023-07-18
2092,1366,72,2023-08-26
2093,915,88,2025-03-06
2094,1196,51,2025-05-31
2095,1392,6,2024-05-06
2096,680,13,2025-05-11
2097,254,21,2024-11-03
2098,320,48,2024-01-25
2099,1492,1,2025-05-15
2100,594,77,2024-10-20
2101,388,17,2024-01-04
2102,1245,66,2025-03-20
2103,675,29,2025-03-29
2104,399,96,2023-07-02
2105,538,32,2024-08-21
2106,1248,52,2023-07-16
2107,396,72,2023-11-29
2108,536,68,2023-10-05
2109,607,49,2024-10-25
2110,1082,65,2023-06-05
2111,14,82,2025-02-01
2112,126,13,2023-06-21
2113,445,11,2024-10-12
2114,440,95,2025-03-01
2115,830,55,2025-05-20
2116,732,49,2023-08-05
2117,617,63,2023-11-22
2118,795,25,2024-05-09
2119,76,42,2024-05-01
2120,438,67,2025-02-13
2121,1358,17,2025-03-19
2122,1213,78,2025-05-23
2123,421,2,2025-03-06
2124,259,95,2023-09-10
2125,1039,1,2024-03-26
2126,496,20,2024-08-24
2127,459,100,2024-05-21
2128,1259,13,2024-11-01
2129,1227,28,2024-11-10
2130,1217,74,2023-06-06
2131,872,30,2023-08-12
2132,666,30,2024-12-25
2133,105,10,2024-08-25
2134,682,65,2024-05-20
2135,720,47,2024-12-31
2136,872,6,2025-05-13
2137,901,15,2024-09-29
2138,312,15,2025-02-22
2139,37,93,2023-12-20
2140,1255,84,2024-06-26
2141,378,24,2024-04-17
2142,692,71,2024-09-01
2143,621,88,2024-01-04
2144,127,34,2025-01-31
2145,753,48,2025-05-02
2146,1281,58,2023-09-11
2147,1420,54,2023-12-10
2148,780,61,2024-10-01
2149,1129,32,2024-05-24
2150,569,97,2023-07-11
2151,216,78,2023-06-20
2152,471,6,2024-01-01
2153,858,41,2023-12-26
2154,186,72,2024-12-15
2155,1103,20,2023-11-27
2156,805,61,2024-07-24
2157,661,31,2025-03-15
2158,602,16,2025-04-04
2159,1467,86,2025-02-19
2160,692,23,2024-01-23
2161,1347,67,2024-01-11
2162,979,40,2023-07-13
2163,196,8,2024-04-11
2164,643,97,2024-05-20
2165,845,84,2024-07-25
2166,101,70,2025-05-17
2167,1425,62,2023-11-30
2168,1150,64,2024-09-14
2169,1413,30,2024-04-04
2170,487,92,2024-05-05
2171,448,39,2024-01-03
2172,1161,95,2025-01-12
2173,715,57,2025-04-17
2174,842,50,2023-08-11
2175,817,83,2024-06-25
2176,620,53,2024-10-26
2177,780,82,2024-11-12
2178,267,52,2024-07-26
2179,1160,78,2024-06-20
2180,1456,49,2024-01-24
2181,932,54,2023-07-08
2182,262,67,2025-02-26
2183,550,61,2024-02-05
2184,1146,87,2024-08-10
2185,1349,6,2023-07-12
2186,1074,74,2023-12-11
2187,316,45,2023-09-03
2188,18,7,2024-08-03
2189,424,2,2024-09-25
2190,809,27,2024-06-12
2191,397,75,2023-08-20
2192,1113,42,2024-05-04
2193,1394,27,2023-12-12
2194,378,70,2023-12-07
2195,1245,14,2025-01-07
2196,77,55,2023-07-31
2197,957,83,2024-09-10
2198,1124,50,2024-07-17
2199,77,1,2025-02-04
2200,48,28,2025-02-02
2201,609,40,2025-03-16
2202,1064,38,2024-12-21
2203,825,18,2025-05-15
2204,639,79,2023-06-11
2205,1395,85,2024-09-17
2206,1243,9,2023-07-23
2207,1330,67,2023-11-13
2208,1162,76,2024-11-09
2209,1354,14,2024-08-20
2210,104,35,2024-11-28
2211,1101,1,2024-11-21
2212,219,27,2024-04-17
2213,205,38,2023-07-23
2214,1478,37,2025-05-18
2215,275,67,2025-02-27
2216,870,55,2024-05-24
2217,1498,7,2023-10-26
2218,1404,98,2023-08-22
2219,550,90,2024-04-09
2220,589,72,2024-02-18
2221,1419,51,2024-11-22
2222,1015,34,2025-02-07
2223,1441,58,2024-03-30
2224,1099,77,2023-12-09
2225,123,94,2024-09-18
2226,1279,17,2023-12-25
2227,479,98,2025-02-22
2228,1009,37,2024-07-17
2229,1022,30,2023-07-23
2230,1435,13,2024-11-24
2231,565,43,2024-11-26
2232,545,20,2024-07-30
2233,680,62,2025-04-17
2234,220,44,2024-11-18
2235,407,57,2025-03-19
2236,1122,11,2025-02-03
2237,1499,26,2025-02-15
2238,1467,7,2024-06-23
2239,364,14,2024-06-06
2240,1265,14,2023-12-23
2241,557,78,2024-06-13
2242,1281,74,2024-05-01
2243,1445,8,2023-06-11
2244,129,83,2024-02-09
2245,1162,7,2023-08-14
2246,162,90,2023-10-07
2247,1399,53,2024-02-02
2248,1397,8,2024-11-05
2249,533,59,2025-04-07
2250,1047,64,2025-03-21
2251,1382,41,2024-04-15
2252,335,99,2024-03-18
2253,578,19,2024-09-20
2254,1204,38,2024-09-27
2255,1498,6,2024-10-16
2256,800,36,2024-04-02
2257,714,86,2024-10-26
2258,324,82,2023-12-02
2259,542,40,2025-04-17
2260,715,89,2024-02-05
2261,1425,39,2024-04-13
2262,127,19,2024-01-16
2263,1388,69,2023-08-27
2264,881,84,2025-03-18
2265,355,77,2024-09-06
2266,1162,4,2023-12-06
2267,633,89,2024-12-09
2268,908,52,2024-03-12
2269,1447,98,2024-04-28
2270,227,38,2024-02-06
2271,2,92,2024-01-04
2272,87,7,2025-03-16
2273,1121,4,2025-05-02
2274,53,78,2024-05-15
2275,682,42,2024-02-08
2276,1215,6,2024-09-01
2277,892,67,2023-11-02
2278,109,35,2023-08-18
2279,1256,7,2024-01-24
2280,46,83,2024-01-13
2281,1280,53,2024-05-16
2282,1444,97,2023-09-08
2283,279,39,2024-05-08
2284,375,38,2024-12-26
2285,1277,75,2024-07-06
2286,1493,99,2024-11-17
2287,77,64,2025-02-05
2288,1107,98,2023-12-18
2289,1454,35,2024-12-27
2290,44,22,2024-10-05
2291,289,35,2024-10-10
2292,886,71,2025-04-14
2293,1212,72,2025-04-16
2294,1449,34,2023-11-29
2295,44,2,2024-02-19
2296,957,21,2023-06-05
2297,1059,29,2024-10-31
2298,833,23,2024-06-23
2299,126,52,2024-01-16
2300,1127,47,2023-09-25
2301,428,90,2024-07-25
2302,1095,9,2025-03-05
2303,1205,42,2024-09-13
2304,1364,13,2024-02-27
2305,303,11,2024-11-09
2306,1496,88,2023-06-23
2307,1313,16,2023-06-10
2308,1351,34,2025-04-06
2309,66,38,2025-05-03
2310,940,73,2024-05-03
2311,940,14,2024-11-12
2312,1079,38,2023-09-17
2313,871,80,2024-06-03
2314,582,63,2023-07-30
2315,5,60,2024-06-12
2316,966,90,2024-03-26
2317,1191,24,2024-04-07
2318,1431,57,2025-04-16
2319,997,35,2025-05-03
2320,476,33,2023-06-25
2321,231,77,2024-07-11
2322,1198,66,2025-01-16
2323,980,86,2023-10-07
2324,552,55,2025-01-10
2325,726,95,2025-04-08
2326,1049,23,2024-12-28
2327,270,6,2023-11-30
2328,12,81,2024-07-19
2329,1245,20,2025-04-29
2330,898,76,2023-06-15
2331,1395,1,2024-07-17
2332,962,50,2024-05-29
2333,6,21,2024-09-06
2334,5,25,2024-08-27
2335,1082,54,2024-03-27
2336,595,82,2025-02-18
2337,549,72,2024-11-24
2338,17,70,2023-08-22
2339,293,80,2024-07-10
2340,1382,98,2024-06-04
2341,1437,30,2025-01-05
2342,1302,89,2024-12-14
2343,165,97,2024-01-30
2344,998,79,2024-10-20
2345,131,23,2025-01-09
2346,966,69,2024-11-07
2347,456,2,2023-10-27
2348,995,33,2024-09-07
2349,534,60,2024-01-25
2350,1009,79,2024-11-29
2351,628,83,2023-11-20
2352,858,3,2023-08-06
2353,576,95,2024-05-05
2354,1278,5,2024-02-29
2355,940,40,2024-04-19
2356,646,27,2023-06-11
2357,68,98,2023-09-03
2358,750,64,2024-05-11
2359,536,80,2024-12-09
2360,575,80,2023-11-08
2361,1067,6,2023-11-17
2362,1028,49,2024-08-21
2363,460,7,2024-03-05
2364,54,6,2024-06-09
2365,1020,88,2024-04-23
2366,1332,27,2023-08-03
2367,404,44,2024-12-18
2368,76,9,2024-10-07
2369,6,76,2023-06-03
2370,743,87,2023-11-12
2371,44,4,2024-12-03
2372,231,24,2025-02-20
2373,597,60,2023-06-17
2374,1246,85,2024-12-29
2375,1415,38,2023-12-10
2376,1088,17,2025-05-20
2377,602,18,2024-03-17
2378,1386,80,2023-10-24
2379,583,81,2024-09-28
2380,1001,22,2023-11-18
2381,639,34,2025-05-18
2382,141,66,2025-04-05
2383,255,62,2025-05-09
2384,289,29,2025-04-15
2385,735,42,2025-03-09
2386,83,76,2024-05-02
2387,1483,39,2024-10-20
2388,680,23,2023-08-29
2389,522,47,2024-06-09
2390,1181,41,2024-04-23
2391,185,58,2024-08-06
2392,583,67,2023-07-20
2393,211,98,2024-12-12
2394,60,61,2023-09-12
2395,1002,22,2024-07-19
2396,899,49,2025-05-11
2397,1464,35,2024-02-28
2398,442,45,2023-10-22
2399,22,77,2024-05-08
2400,1037,27,2024-11-08
2401,652,15,2025-01-05
2402,516,8,2023-06-30
2403,1348,84,2023-08-05
2404,1495,13,2023-11-18
2405,70,22,2023-11-28
2406,1185,10,2024-11-14
2407,709,37,2025-01-23
2408,589,5,2024-12-01
2409,168,1,2025-05-19
2410,720,59,2024-06-18
2411,1084,25,2023-12-13
2412,191,85,2023-08-08
2413,777,55,2024-11-14
2414,1411,36,2025-02-03
2415,520,83,2023-09-17
2416,50,29,2024-05-07
2417,971,85,2023-07-02
2418,481,69,2025-01-26
2419,256,68,2025-01-13
2420,1276,2,2025-03-02
2421,43,97,2025-03-25
2422,1329,20,2024-07-13
2423,756,48,2024-01-29
2424,279,61,2025-02-03
2425,1283,78,2025-04-15
2426,681,42,2025-05-10
2427,109,25,2023-10-27
2428,979,16,2023-09-02
2429,573,88,2023-10-27
2430,992,1,2023-12-13
2431,363,96,2023-07-05
2432,1454,63,2023-11-18
2433,921,34,2024-07-27
2434,62,7,2023-10-19
2435,108,25,2023-10-26
2436,346,3,2024-12-24
2437,117,89,2024-11-10
2438,144,81,2025-01-18
2439,1077,49,2025-03-14
2440,1375,47,2024-03-27
2441,413,99,2025-04-26
2442,848,86,2023-11-28
2443,219,85,2024-07-02
2444,24,65,2024-11-13
2445,959,50,2024-02-15
2446,1393,37,2023-06-30
2447,620,71,2024-12-08
2448,429,78,2023-12-19
2449,1026,25,2024-02-09
2450,1441,49,2024-07-27
2451,621,79,2023-09-05
2452,450,63,2023-09-27
2453,64,58,2024-11-26
2454,1420,63,2024-07-10
2455,1485,7,2024-09-16
2456,1385,96,2025-01-22
2457,434,50,2024-12-03
2458,901,27,2023-08-14
2459,1473,53,2024-06-30
2460,1303,81,2024-10-14
2461,1068,53,2024-08-12
2462,1292,43,2024-01-14
2463,834,68,2024-05-17
2464,435,77,2024-04-24
2465,614,65,2024-02-23
2466,754,61,2023-12-06
2467,730,14,2023-12-11
2468,903,51,2024-07-09
2469,726,20,2025-01-11
2470,1058,71,2023-08-16
2471,1289,6,2024-06-01
2472,341,13,2024-11-26
2473,990,66,2024-05-27
2474,1486,85,2024-09-21
2475,930,72,2024-04-11
2476,890,81,2024-09-19
2477,858,11,2023-10-02
2478,128,6,2024-01-14
2479,1375,40,2024-05-30
2480,1456,72,2023-07-06
2481,1247,77,2024-07-06
2482,893,16,2024-08-19
2483,304,40,2024-04-13
2484,756,94,2023-12-14
2485,291,41,2024-01-31
2486,757,54,2025-03-20
2487,774,42,2025-02-23
2488,1476,71,2024-04-05
2489,169,12,2024-12-09
2490,967,86,2023-07-02
2491,415,26,2023-11-18
2492,538,14,2024-02-24
2493,693,87,2025-03-22
2494,1209,57,2024-07-23
2495,2,98,2024-08-26
2496,420,55,2023-12-10
2497,1327,20,2024-01-22
2498,1102,96,2025-02-10
2499,945,62,2024-10-29
2500,1323,17,2023-08-19
2501,407,12,2024-05-02
2502,571,35,2024-06-19
2503,131,85,2025-01-10
2504,340,41,2024-11-14
2505,1258,21,2024-01-27
2506,1189,71,2024-01-07
2507,1184,90,2024-08-03
2508,287,8,2024-09-23
2509,630,7,2025-02-14
2510,444,60,2024-10-14
2511,96,6,2023-06-24
2512,1294,53,2024-07-10
2513,675,16,2023-06-21
2514,636,54,2025-01-01
2515,1202,69,2023-07-04
2516,169,18,2023-08-29
2517,1338,84,2023-08-23
2518,1285,97,2023-09-15
2519,354,95,2024-05-26
2520,691,40,2023-08-28
2521,684,95,2024-08-17
2522,512,52,2024-03-03
2523,98,94,2024-10-01
2524,806,14,2025-05-14
2525,212,17,2025-03-28
2526,827,82,2024-10-16
2527,18,43,2024-08-01
2528,269,47,2024-02-21
2529,126,57,2023-09-25
2530,1331,28,2023-08-19
2531,288,49,2025-02-28
2532,364,67,2024-10-17
2533,1438,37,2023-12-07
2534,1172,68,2024-09-12
2535,50,62,2024-10-05
2536,393,13,2024-08-29
2537,1463,78,2024-09-20
2538,1472,75,2024-03-19
2539,506,56,2024-08-29
2540,1294,26,2024-07-20
2541,754,1,2025-01-13
2542,488,90,2024-10-28
2543,1115,12,2024-12-21
2544,1257,5,2023-11-19
2545,31,61,2023-09-06
2546,840,40,2024-01-09
2547,1046,28,2023-07-08
2548,663,24,2023-08-10
2549,204,17,2024-05-20
2550,1156,34,2023-11-26
2551,1210,73,2023-07-24
2552,830,75,2025-03-17
2553,1402,82,2024-12-21
2554,285,45,2024-04-01
2555,91,38,2025-02-18
2556,862,69,2023-10-01
2557,858,88,2023-10-23
2558,641,56,2025-04-29
2559,88,35,2023-06-30
2560,1435,41,2024-02-12
2561,579,12,2024-03-24
2562,599,78,2025-03-30
2563,13,93,2023-11-08
2564,1266,10,2024-02-03
2565,403,73,2024-03-12
2566,282,6,2025-01-31
2567,944,59,2024-10-30
2568,301,21,2024-09-18
2569,542,3,2023-06-29
2570,412,18,2023-07-21
2571,286,2,2024-01-13
2572,1107,55,2023-08-16
2573,831,65,2024-11-19
2574,276,20,2024-03-03
2575,1454,27,2024-01-13
2576,1432,100,2023-09-02
2577,1370,12,2024-10-30
2578,808,47,2024-11-16
2579,50,50,2024-07-11
2580,812,67,2023-10-28
2581,1323,48,2024-08-15
2582,978,2,2023-12-02
2583,1034,69,2023-07-20
2584,150,59,2025-05-28
2585,1391,8,2025-04-02
2586,1215,40,2024-08-11
2587,395,65,2024-09-27
2588,11,20,2024-03-04
2589,265,8,2024-06-15
2590,1235,54,2023-07-28
2591,1005,32,2024-04-29
2592,807,90,2024-06-15
2593,994,96,2023-06-30
2594,1138,40,2024-03-02
2595,644,73,2024-10-26
2596,1137,33,2024-05-15
2597,896,83,2024-09-11
2598,42,98,2024-10-21
2599,984,7,2025-05-01
2600,699,14,2024-01-11
2601,485,30,2025-02-24
2602,249,72,2024-01-22
2603,1403,75,2024-07-29
2604,399,13,2025-02-13
2605,7,42,2024-11-21
2606,708,24,2025-01-15
2607,1440,6,2024-01-14
2608,547,29,2023-09-19
2609,678,39,2025-03-19
2610,668,21,2024-12-10
2611,750,8,2024-04-16
2612,1098,62,2025-03-17
2613,809,2,2023-11-23
2614,261,98,2023-06-04
2615,757,21,2025-01-30
2616,196,33,2023-06-24
2617,378,58,2024-09-09
2618,1350,28,2024-01-27
2619,1119,17,2023-08-07
2620,551,82,2024-03-10
2621,960,29,2023-06-13
2622,540,14,2023-09-30
2623,147,74,2023-12-10
2624,268,35,2024-09-29
2625,142,1,2025-01-18
2626,75,81,2025-04-09
2627,953,72,2024-10-25
2628,1073,59,2024-06-23
2629,576,7,2023-10-30
2630,711,90,2024-02-08
2631,128,35,2025-05-29
2632,670,54,2023-12-19
2633,551,4,2025-03-23
2634,1080,52,2024-11-14
2635,1338,85,2024-08-02
2636,1212,77,2024-05-19
2637,1012,90,2023-07-28
2638,1138,2,2023-07-15
2639,842,93,2024-08-16
2640,525,98,2024-04-22
2641,874,52,2024-05-20
2642,51,66,2025-02-26
2643,960,81,2024-12-15
2644,851,27,2024-04-12
2645,1289,60,2024-01-24
2646,1405,46,2023-08-23
2647,1167,36,2023-07-07
2648,1491,18,2024-08-11
2649,27,80,2023-11-01
2650,629,23,2023-09-26
2651,58,24,2025-05-31
2652,268,73,2024-10-15
2653,701,85,2024-01-24
2654,1159,86,2024-05-23
2655,1190,54,2023-08-23
2656,180,41,2025-04-17
2657,1092,19,2024-03-19
2658,1207,36,2024-07-19
2659,396,33,2024-08-06
2660,230,70,2023-08-31
2661,745,28,2025-04-04
2662,451,63,2025-06-01
2663,780,24,2024-08-02
2664,1178,38,2023-12-22
2665,1492,56,2025-03-31
2666,1319,19,2023-10-30
2667,1488,97,2023-07-08
2668,600,71,2024-11-26
2669,567,67,2023-06-14
2670,613,38,2024-05-19
2671,1220,97,2023-08-06
2672,836,43,2023-09-28
2673,865,51,2023-10-18
2674,647,90,2023-10-21
2675,892,93,2024-04-07
2676,571,6,2025-05-13
2677,64,81,2024-08-02
2678,514,58,2024-05-23
2679,399,19,2025-03-07
2680,230,53,2024-04-28
2681,680,25,2025-03-16
2682,1087,42,2023-09-09
2683,1383,56,2024-11-20
2684,6,85,2025-05-22
2685,645,96,2025-04-26
2686,566,15,2024-03-18
2687,642,82,2024-06-03
2688,183,9,2023-08-20
2689,1367,84,2025-02-14
2690,1352,3,2024-01-11
2691,842,100,2024-09-16
2692,598,61,2024-09-14
2693,662,85,2024-07-03
2694,47,63,2023-08-01
2695,1093,73,2023-12-08
2696,428,23,2025-05-16
2697,1204,82,2023-07-16
2698,727,19,2023-11-04
2699,513,58,2023-06-16
2700,733,14,2025-04-17
2701,71,40,2025-02-17
2702,357,55,2023-12-16
2703,510,27,2023-09-07
2704,715,86,2024-11-15
2705,323,7,2024-08-10
2706,1156,59,2024-03-07
2707,1329,18,2024-10-03
2708,326,72,2024-01-06
2709,1225,31,2025-03-02
2710,442,20,2023-10-17
2711,704,28,2024-06-13
2712,1448,44,2024-05-02
2713,683,87,2024-01-14
2714,1146,55,2024-08-29
2715,105,41,2025-04-25
2716,1002,13,2024-09-12
2717,1119,11,2024-07-27
2718,1267,34,2024-05-25
2719,1208,13,2024-11-19
2720,49,56,2024-09-28
2721,363,81,2025-01-28
2722,1005,79,2024-09-18
2723,1116,50,2023-10-06
2724,1488,24,2024-08-20
2725,962,26,2024-01-07
2726,1240,1,2024-04-14
2727,194,53,2024-06-23
2728,1345,4,2025-03-20
2729,77,17,2024-03-24
2730,244,15,2024-09-12
2731,726,36,2024-09-26
2732,657,76,2024-03-04
2733,916,33,2024-05-26
2734,1272,33,2023-07-06
2735,1330,5,2023-09-04
2736,1132,82,2023-09-10
2737,432,78,2023-10-15
2738,817,47,2024-05-15
2739,820,5,2024-10-12
2740,146,57,2023-08-25
2741,1449,65,2023-11-07
2742,1291,17,2024-01-10
2743,814,3,2024-07-29
2744,762,94,2024-05-23
2745,479,36,2024-02-05
2746,210,36,2024-12-06
2747,1023,100,2025-02-16
2748,55,60,2024-06-27
2749,1444,23,2023-12-02
2750,578,84,2024-06-04
2751,667,51,2024-07-12
2752,315,42,2025-03-21
2753,275,51,2024-08-28
2754,323,18,2024-01-17
2755,699,30,2024-01-04
2756,430,50,2024-11-16
2757,269,77,2023-09-17
2758,1493,68,2025-06-01
2759,1497,14,2024-01-12
2760,952,93,2023-06-23
2761,726,28,2024-10-13
2762,1385,64,2023-11-16
2763,73,93,2023-08-03
2764,1484,6,2024-03-23
2765,327,10,2025-04-03
2766,69,70,2024-01-25
2767,1411,17,2023-06-22
2768,324,7,2024-03-22
2769,1227,43,2023-11-29
2770,1167,68,2024-09-28
2771,1235,35,2023-06-14
2772,469,83,2024-12-20
2773,208,88,2023-11-26
2774,395,62,2023-12-23
2775,162,37,2024-08-03
2776,1406,99,2023-09-19
2777,717,1,2023-07-09
2778,534,98,2024-10-08
2779,1243,5,2024-09-14
2780,552,90,2023-07-18
2781,1302,75,2024-02-15
2782,905,46,2025-02-06
2783,312,27,2024-09-15
2784,1304,77,2025-03-07
2785,144,12,2023-12-10
2786,259,24,2025-05-26
2787,658,52,2024-03-16
2788,733,45,2023-12-03
2789,135,50,2024-05-16
2790,1044,39,2023-12-08
2791,710,33,2023-06-04
2792,580,41,2024-10-11
2793,1002,11,2025-02-19
2794,1260,18,2023-10-29
2795,997,81,2025-05-05
2796,1436,53,2023-10-05
2797,54,34,2024-04-12
2798,633,87,2024-09-02
2799,930,91,2023-12-15
2800,26,16,2024-06-12
2801,972,97,2024-07-18
2802,55,27,2024-02-28
2803,269,81,2023-11-28
2804,893,81,2024-05-08
2805,1181,47,2024-08-18
2806,1092,70,2024-12-10
2807,156,30,2024-11-01
2808,1016,11,2024-09-04
2809,1100,64,2025-02-20
2810,416,16,2023-12-16
2811,103,96,2025-03-27
2812,1499,7,2023-10-16
2813,574,91,2024-12-11
2814,1027,58,2023-09-01
2815,719,10,2023-06-04
2816,873,37,2025-02-14
2817,757,43,2024-11-25
2818,268,41,2025-02-23
2819,654,27,2025-05-28
2820,635,19,2025-01-27
2821,828,38,2025-01-01
2822,165,2,2023-07-01
2823,266,94,2025-05-03
2824,204,40,2024-02-19
2825,268,20,2024-09-28
2826,308,3,2023-07-07
2827,512,37,2025-04-05
2828,1151,60,2025-05-13
2829,1356,45,2024-08-26
2830,23,15,2025-01-19
2831,710,75,2024-10-29
2832,1365,6,2025-04-18
2833,400,30,2024-08-17
2834,1079,87,2025-01-17
2835,661,100,2023-06-26
2836,1154,23,2024-09-06
2837,528,46,2023-07-23
2838,391,28,2024-01-24
2839,213,70,2025-01-27
2840,362,44,2025-01-31
2841,908,22,2023-06-20
2842,290,8,2025-01-22
2843,1349,82,2023-08-19
2844,1128,84,2025-02-23
2845,459,51,2024-07-10
2846,165,67,2025-02-12
2847,1154,55,2023-10-22
2848,647,67,2023-09-17
2849,1381,7,2023-07-31
2850,7,95,2025-02-09
2851,1126,7,2024-12-20
2852,75,10,2024-11-28
2853,1064,18,2024-06-23
2854,747,26,2024-03-20
2855,1370,31,2024-12-31
2856,467,17,2025-04-28
2857,942,57,2024-05-08
2858,897,79,2025-04-25
2859,442,73,2024-12-19
2860,1446,41,2024-08-26
2861,1149,62,2023-07-21
2862,457,96,2025-03-21
2863,1491,44,2023-06-12
2864,226,7,2025-03-01
2865,904,36,2023-08-03
2866,1175,72,2025-05-28
2867,1094,54,2024-09-14
2868,254,67,2024-03-23
2869,1151,17,2023-11-23
2870,672,83,2024-01-10
2871,1305,82,2024-01-09
2872,10,65,2024-10-30
2873,764,44,2024-09-14
2874,494,99,2023-09-01
2875,359,60,2024-06-06
2876,273,78,2024-04-21
2877,22,45,2025-04-27
2878,858,39,2024-06-25
2879,229,26,2024-01-03
2880,1152,9,2023-12-01
2881,1027,63,2024-05-18
2882,104,28,2025-04-27
2883,599,62,2023-09-25
2884,806,97,2024-04-30
2885,897,66,2023-07-30
2886,462,83,2025-03-30
2887,1230,13,2025-04-04
2888,802,56,2024-10-04
2889,475,18,2024-07-31
2890,1099,5,2024-01-14
2891,1377,68,2025-01-24
2892,166,17,2024-05-05
2893,352,27,2025-03-19
2894,1185,54,2024-05-20
2895,815,43,2025-04-23
2896,1077,94,2024-02-19
2897,1057,68,2025-03-28
2898,1097,3,2023-09-01
2899,264,45,2023-10-17
2900,1272,98,2025-05-26
2901,927,34,2025-01-15
2902,1376,43,2023-11-18
2903,102,78,2025-04-27
2904,1215,16,2023-07-21
2905,961,52,2024-09-23
2906,734,18,2024-10-26
2907,371,35,2024-10-28
2908,552,16,2024-05-17
2909,694,28,2023-09-05
2910,1374,60,2024-09-15
2911,864,11,2023-12-17
2912,1428,59,2024-05-12
2913,789,99,2025-03-09
2914,164,62,2024-07-15
2915,736,7,2023-12-06
2916,1497,61,2025-03-14
2917,646,89,2023-06-08
2918,1406,50,2024-02-18
2919,1253,54,2023-08-03
2920,198,83,2023-08-25
2921,149,45,2024-07-29
2922,161,43,2025-04-15
2923,932,22,2023-12-20
2924,133,14,2025-01-25
2925,162,42,2024-10-18
2926,718,91,2025-04-29
2927,173,3,2023-06-08
2928,235,52,2024-11-09
2929,895,75,2023-12-07
2930,388,59,2024-12-11
2931,796,9,2024-10-19
2932,1302,16,2024-11-07
2933,882,70,2025-04-30
2934,1422,17,2024-01-19
2935,542,90,2024-06-03
2936,648,46,2024-02-04
2937,88,29,2024-08-28
2938,802,57,2024-10-26
2939,996,49,2023-11-17
2940,144,56,2025-04-04
2941,743,48,2024-10-12
2942,1326,32,2024-01-24
2943,1408,78,2025-05-22
2944,819,30,2025-01-08
2945,178,35,2025-03-23
2946,1196,93,2024-01-01
2947,902,36,2024-09-11
2948,1288,32,2024-02-06
2949,1190,65,2024-10-05
2950,329,9,2024-01-25
2951,1290,22,2024-02-13
2952,1289,37,2024-05-15
2953,1129,93,2024-06-11
2954,850,79,2023-12-28
2955,1156,92,2023-08-16
2956,295,70,2024-03-29
2957,164,12,2024-09-05
2958,20,35,2024-08-01
2959,1116,47,2025-01-29
2960,702,65,2023-12-12
2961,695,36,2024-07-01
2962,1360,61,2023-06-06
2963,1109,54,2024-03-20
2964,801,40,2024-08-15
2965,1165,79,2024-11-14
2966,1137,67,2023-11-01
2967,1212,55,2023-09-10
2968,284,6,2024-10-17
2969,585,61,2024-01-30
2970,446,97,2025-04-14
2971,852,85,2024-01-11
2972,583,70,2024-11-07
2973,1380,14,2024-07-14
2974,1191,99,2025-05-24
2975,846,85,2024-02-10
2976,999,73,2025-01-28
