log_id,student_id,course_id,activity_type,timestamp,duration_min
2271,396,24,Discussion,2024-05-19 18:07:25,4
2272,108,64,Discussion,2025-03-31 08:14:19,97
2273,1220,89,Assignment,2024-01-26 09:23:52,116
2274,1152,35,Quiz,2024-09-11 07:06:48,35
2275,1499,11,Reading,2024-03-25 18:32:02,51
2276,664,35,Video,2024-04-25 21:26:59,20
2277,93,38,Reading,2024-06-23 19:32:56,20
2278,1031,1,Reading,2025-03-17 16:33:48,105
2279,11,74,Video,2023-11-11 07:51:38,84
2280,1056,73,Discussion,2023-12-26 11:10:24,75
2281,518,18,Quiz,2023-10-30 22:04:40,39
2282,647,86,Assignment,2023-09-20 00:55:40,42
2283,895,53,Assignment,2024-10-01 07:34:07,32
2284,1014,46,Reading,2023-10-29 21:59:10,76
2285,120,84,Video,2024-06-12 01:03:51,45
2286,296,71,Reading,2025-02-08 10:54:25,64
2287,881,42,Reading,2025-01-07 10:17:02,87
2288,371,18,Video,2024-02-28 21:48:10,94
2289,360,7,Assignment,2025-01-04 06:12:16,29
2290,1212,2,Discussion,2023-06-17 00:01:33,83
2291,831,99,Quiz,2025-04-03 00:17:44,99
2292,124,68,Assignment,2024-10-19 09:34:41,37
2293,854,5,Reading,2023-06-18 21:35:34,55
2294,1028,11,Video,2023-12-27 11:46:29,74
2295,584,27,Quiz,2023-06-08 22:07:24,21
2296,646,69,Assignment,2025-02-12 20:05:09,54
2297,695,78,Quiz,2023-11-09 20:06:22,79
2298,145,45,Discussion,2023-10-07 21:43:41,105
2299,658,65,Video,2025-04-30 17:53:47,116
2300,707,22,Video,2024-12-06 22:11:34,41
2301,296,43,Discussion,2023-09-24 08:03:45,29
2302,867,6,Discussion,2023-10-07 08:31:48,80
2303,228,38,Reading,2024-02-05 15:46:54,74
2304,1409,40,Video,2025-03-27 22:51:28,111
2305,989,72,Video,2023-12-30 08:30:54,55
2306,29,35,Quiz,2025-05-18 09:49:33,117
2307,1223,76,Reading,2023-12-31 12:15:21,23
2308,499,42,Assignment,2023-06-15 08:33:33,91
2309,1453,41,Video,2024-06-11 15:07:00,108
2310,1126,69,Video,2024-08-20 04:43:55,119
2311,597,93,Discussion,2023-06-10 17:33:16,11
2312,786,41,Assignment,2023-10-04 12:41:42,77
2313,187,68,Reading,2024-04-06 03:11:44,89
2314,1140,22,Video,2024-06-21 02:30:21,54
2315,533,53,Video,2024-02-23 20:25:13,97
2316,44,67,Assignment,2024-05-29 19:34:15,54
2317,460,63,Video,2023-12-02 03:21:27,120
2318,329,72,Quiz,2024-10-16 01:05:55,83
2319,1168,22,Video,2023-09-11 03:14:13,40
2320,760,29,Video,2024-10-15 14:48:02,89
2321,472,35,Reading,2024-01-22 05:29:29,43
2322,1340,39,Reading,2024-11-17 00:40:42,11
2323,463,28,Discussion,2024-05-20 10:34:27,95
2324,869,45,Discussion,2024-11-09 12:09:34,73
2325,1107,51,Reading,2024-02-01 18:05:27,39
2326,649,11,Assignment,2024-10-06 15:54:54,61
2327,925,76,Video,2023-11-10 22:46:38,19
2328,453,22,Reading,2024-10-03 22:58:10,115
2329,521,53,Discussion,2023-07-29 12:19:53,113
2330,43,94,Video,2024-12-24 16:50:46,44
2331,933,3,Video,2023-08-26 13:25:49,58
2332,1054,45,Assignment,2023-09-02 12:59:50,46
2333,756,30,Reading,2023-11-06 22:56:12,115
2334,260,96,Discussion,2024-06-19 08:38:24,118
2335,951,73,Video,2024-01-19 05:15:36,107
2336,920,6,Discussion,2025-04-16 10:28:08,41
2337,877,92,Discussion,2024-10-12 23:33:50,6
2338,1180,62,Discussion,2024-07-11 17:07:59,41
2339,1147,4,Video,2024-02-29 09:15:26,16
2340,1092,55,Discussion,2023-10-31 04:46:41,20
2341,1347,8,Reading,2024-03-18 16:11:55,63
2342,273,94,Quiz,2023-07-23 10:51:03,91
2343,581,77,Quiz,2023-08-03 09:44:10,28
2344,380,7,Discussion,2023-11-01 07:40:07,9
2345,557,48,Reading,2025-03-30 05:19:57,50
2346,897,97,Video,2023-08-18 02:52:28,59
2347,1356,1,Assignment,2025-05-17 07:07:55,63
2348,235,75,Reading,2024-01-28 13:33:53,75
2349,227,22,Quiz,2023-10-28 14:08:25,21
2350,1010,5,Assignment,2023-10-11 10:33:28,67
2351,72,83,Discussion,2024-06-12 18:56:13,105
2352,671,26,Quiz,2024-10-06 01:23:34,72
2353,266,11,Video,2025-03-02 01:27:32,112
2354,128,21,Reading,2023-10-06 07:16:46,108
2355,401,45,Video,2025-05-29 04:20:51,22
2356,1221,76,Reading,2025-02-12 00:30:03,89
2357,647,73,Reading,2024-03-19 03:22:53,46
2358,134,97,Video,2024-07-02 13:06:22,17
2359,400,25,Assignment,2023-08-20 02:31:15,74
2360,53,81,Quiz,2024-06-12 13:23:47,100
2361,1355,31,Discussion,2024-11-20 15:59:42,28
2362,1089,23,Discussion,2023-09-05 04:57:26,68
2363,1126,52,Quiz,2023-10-17 14:40:21,91
2364,545,83,Video,2023-11-20 19:28:02,76
2365,411,82,Discussion,2023-08-15 07:19:43,20
2366,463,46,Video,2024-12-22 23:20:05,45
2367,477,40,Reading,2025-05-09 12:33:33,96
2368,1207,42,Reading,2024-04-19 11:47:22,48
2369,1466,32,Discussion,2024-06-07 15:32:09,113
2370,289,82,Quiz,2024-12-31 17:45:49,79
2371,1081,68,Video,2025-05-22 20:51:42,37
2372,813,74,Assignment,2024-11-08 09:00:11,28
2373,977,26,Video,2024-11-17 19:52:27,60
2374,764,79,Video,2024-07-01 19:19:21,4
2375,403,46,Quiz,2024-05-29 20:57:12,95
2376,764,24,Video,2024-08-15 03:28:05,61
2377,1425,51,Discussion,2024-05-15 00:49:49,37
2378,49,47,Quiz,2024-09-04 06:26:21,56
2379,624,93,Discussion,2024-09-21 10:36:02,107
2380,954,37,Quiz,2024-05-15 00:57:19,15
2381,547,41,Quiz,2024-02-06 14:10:07,112
2382,1404,100,Video,2023-06-15 22:44:52,103
2383,132,39,Assignment,2024-10-06 15:14:15,103
2384,343,43,Reading,2024-02-10 19:58:07,110
2385,1187,79,Discussion,2024-10-14 13:54:32,22
2386,715,16,Quiz,2023-10-16 15:17:45,70
2387,340,42,Video,2023-07-18 06:40:00,37
2388,1136,5,Quiz,2024-06-09 06:56:35,10
2389,1250,24,Assignment,2023-06-27 12:16:21,30
2390,1039,60,Reading,2023-06-11 17:41:21,15
2391,1428,42,Quiz,2024-01-25 12:58:44,40
2392,182,88,Assignment,2023-12-12 17:48:54,103
2393,676,1,Discussion,2024-10-09 10:25:42,80
2394,1005,15,Assignment,2024-10-22 12:11:37,56
2395,1277,3,Discussion,2024-08-29 18:33:32,89
2396,528,30,Video,2023-08-22 13:22:31,53
2397,857,81,Assignment,2023-12-31 06:34:32,58
2398,831,6,Discussion,2025-01-18 17:05:30,99
2399,134,32,Assignment,2025-04-03 07:58:15,87
2400,1494,59,Discussion,2023-09-25 19:31:39,18
2401,1379,38,Quiz,2025-02-21 01:38:58,29
2402,978,47,Discussion,2023-09-07 21:03:21,39
2403,341,49,Reading,2023-12-26 18:25:32,74
2404,743,29,Assignment,2025-04-11 06:44:11,39
2405,1383,72,Discussion,2024-01-03 23:03:10,71
2406,30,31,Reading,2025-03-14 04:41:19,28
2407,1176,69,Assignment,2024-01-08 15:30:39,62
2408,345,11,Assignment,2023-12-03 18:13:32,86
2409,279,24,Video,2023-12-11 03:50:10,70
2410,1206,17,Discussion,2024-10-12 23:12:41,119
2411,1262,66,Assignment,2025-05-21 16:24:10,78
2412,506,48,Assignment,2023-08-09 22:03:28,12
2413,810,22,Video,2023-11-24 22:42:23,1
2414,985,93,Video,2024-12-22 03:33:22,48
2415,180,15,Quiz,2023-08-17 20:22:25,99
2416,1044,13,Video,2025-01-27 13:08:59,20
2417,867,76,Reading,2024-09-05 19:57:38,120
2418,573,12,Video,2023-12-29 01:51:38,20
2419,1025,27,Video,2025-01-16 20:23:15,37
2420,1112,2,Video,2024-06-20 21:29:23,54
2421,41,6,Discussion,2024-05-10 19:58:56,90
2422,247,9,Video,2023-10-20 08:35:44,59
2423,84,83,Reading,2024-08-09 23:12:06,93
2424,177,83,Assignment,2025-01-22 08:32:52,101
2425,1035,16,Discussion,2024-08-14 14:16:47,120
2426,43,87,Quiz,2024-05-10 17:03:35,21
2427,449,29,Quiz,2024-07-07 06:50:22,58
2428,1440,68,Video,2024-10-03 02:10:03,45
2429,1366,11,Quiz,2024-08-01 06:49:15,41
2430,657,83,Reading,2023-11-15 18:37:31,20
2431,857,85,Reading,2024-03-11 23:54:03,97
2432,880,79,Assignment,2024-05-21 18:05:20,39
2433,1423,31,Discussion,2024-12-06 22:33:14,113
2434,728,12,Reading,2023-06-26 07:54:25,75
2435,129,21,Assignment,2023-11-22 23:31:59,71
2436,1419,74,Assignment,2023-07-11 06:26:50,59
2437,1248,17,Video,2024-11-20 12:46:23,28
2438,821,80,Discussion,2023-12-02 20:11:54,49
2439,1219,71,Discussion,2025-01-15 13:39:46,24
2440,1276,98,Quiz,2024-01-25 16:21:04,16
2441,347,84,Assignment,2023-11-14 19:53:17,10
2442,997,23,Video,2023-08-10 08:25:12,20
2443,414,81,Reading,2025-02-20 16:23:46,32
2444,1182,82,Reading,2024-07-08 08:58:14,44
2445,750,20,Quiz,2025-01-02 15:45:07,93
2446,1044,40,Assignment,2024-02-03 00:11:40,24
2447,1298,12,Quiz,2024-11-15 15:57:15,92
2448,649,51,Reading,2024-01-01 15:50:32,27
2449,592,96,Discussion,2024-02-05 15:30:01,102
2450,172,56,Reading,2023-09-21 11:57:40,107
2451,75,59,Quiz,2025-05-03 03:12:06,89
2452,713,53,Quiz,2023-10-26 21:38:45,36
2453,1331,57,Video,2024-07-01 11:06:58,114
2454,139,19,Assignment,2024-06-06 13:21:54,106
2455,888,72,Assignment,2024-08-20 05:45:48,25
2456,791,90,Quiz,2023-11-07 06:33:03,95
2457,1128,83,Quiz,2025-05-24 02:47:31,118
2458,663,61,Reading,2024-03-30 13:42:17,70
2459,667,22,Discussion,2023-07-12 04:24:47,68
2460,630,43,Discussion,2024-05-19 08:44:28,119
2461,1010,50,Assignment,2024-11-26 21:40:45,70
2462,589,21,Video,2024-01-13 17:02:27,104
2463,141,42,Quiz,2024-04-02 00:07:07,8
2464,1369,50,Assignment,2024-01-11 22:53:05,42
2465,1462,49,Reading,2025-01-26 18:17:32,12
2466,1249,73,Quiz,2025-02-23 04:30:00,47
2467,854,88,Discussion,2024-08-09 09:03:21,62
2468,462,24,Video,2025-03-30 21:13:47,101
2469,473,4,Reading,2024-12-13 16:24:22,25
2470,1149,81,Quiz,2024-08-18 14:38:06,100
2471,982,71,Quiz,2024-10-07 03:48:53,96
2472,865,83,Reading,2024-10-18 12:36:09,70
2473,806,66,Quiz,2023-07-09 01:38:35,6
2474,779,94,Assignment,2023-10-16 07:34:04,32
2475,114,30,Assignment,2025-05-26 00:05:35,53
2476,94,36,Video,2025-01-30 15:30:12,25
2477,170,27,Quiz,2023-12-26 06:44:48,37
2478,954,2,Reading,2025-03-14 16:54:06,76
2479,983,82,Assignment,2024-12-03 05:11:50,41
2480,1300,28,Video,2024-05-14 18:28:45,2
2481,1168,1,Reading,2023-07-05 22:52:26,26
2482,1474,78,Quiz,2024-10-04 09:41:54,64
2483,1168,18,Assignment,2024-05-07 12:40:31,25
2484,1317,64,Discussion,2024-05-24 19:06:23,23
2485,334,27,Quiz,2024-10-30 19:06:49,49
2486,1275,32,Discussion,2025-05-05 22:32:42,112
2487,741,41,Assignment,2024-09-29 23:10:02,8
2488,1013,97,Quiz,2023-09-02 02:44:09,3
2489,606,100,Discussion,2023-07-12 02:25:41,36
2490,221,83,Reading,2025-05-05 10:39:03,78
2491,1217,16,Reading,2024-10-19 00:34:22,98
2492,1207,81,Video,2024-11-09 21:54:02,32
2493,1268,90,Discussion,2024-04-21 15:32:55,111
2494,1060,12,Reading,2024-02-12 14:15:32,105
2495,243,83,Reading,2024-11-05 05:40:58,20
2496,389,88,Reading,2024-01-22 08:17:19,110
2497,825,34,Video,2025-03-24 05:46:00,48
2498,640,24,Discussion,2025-05-26 22:08:21,57
2499,1254,25,Assignment,2024-09-04 06:35:50,96
2500,1146,59,Video,2024-07-03 07:22:45,64
2501,1109,85,Video,2024-07-09 22:30:49,8
2502,219,28,Quiz,2024-08-09 03:37:58,76
2503,372,100,Discussion,2025-03-16 13:31:40,38
2504,1259,57,Quiz,2024-07-20 03:39:46,96
2505,435,37,Assignment,2024-09-16 05:42:56,116
2506,725,28,Video,2023-12-24 00:51:14,94
2507,1442,66,Discussion,2025-03-12 07:39:30,86
2508,935,95,Quiz,2024-01-18 16:49:34,5
2509,317,80,Assignment,2025-01-02 07:07:01,95
2510,1420,59,Video,2024-12-13 21:39:50,112
2511,750,34,Quiz,2024-04-26 19:07:41,24
2512,684,53,Discussion,2023-06-21 13:40:49,113
2513,506,51,Quiz,2023-12-04 07:35:47,96
2514,346,48,Quiz,2024-08-17 15:00:20,112
2515,144,4,Quiz,2024-03-23 10:47:22,80
2516,571,8,Assignment,2025-02-21 02:35:18,71
2517,518,2,Reading,2025-03-29 03:47:07,1
2518,476,96,Quiz,2025-05-28 12:21:34,85
2519,772,20,Discussion,2023-12-22 11:43:42,105
2520,144,83,Reading,2025-03-09 23:01:33,18
2521,934,49,Discussion,2023-10-02 10:59:49,4
2522,565,46,Quiz,2024-06-17 06:47:38,73
2523,1052,88,Quiz,2023-06-09 06:57:09,5
2524,312,21,Reading,2024-11-10 18:39:40,28
2525,1157,2,Quiz,2025-05-20 08:35:29,39
2526,170,35,Reading,2025-03-21 07:39:35,22
2527,1214,40,Reading,2024-05-15 18:25:50,111
2528,1352,95,Quiz,2024-04-06 02:25:00,104
2529,354,75,Video,2025-04-19 16:35:44,120
2530,1443,77,Assignment,2024-07-15 17:44:10,105
2531,216,21,Quiz,2024-03-04 17:53:47,95
2532,1360,90,Video,2024-12-13 15:37:58,92
2533,275,88,Assignment,2024-10-03 03:18:07,25
2534,592,5,Reading,2023-10-07 13:26:07,51
2535,967,48,Quiz,2024-05-21 07:15:48,89
2536,498,77,Video,2024-02-20 21:58:31,20
2537,1384,42,Quiz,2023-08-06 22:17:18,108
2538,467,84,Reading,2025-03-12 17:26:39,4
2539,845,62,Discussion,2024-11-26 07:05:12,40
2540,1051,83,Video,2024-05-30 23:51:30,6
2541,1456,16,Video,2024-10-30 00:26:32,88
2542,1118,83,Reading,2024-07-17 07:49:30,76
2543,1054,12,Reading,2024-09-19 03:59:38,113
2544,258,5,Reading,2024-10-27 14:28:43,47
2545,413,45,Assignment,2025-01-15 23:11:31,116
2546,1185,2,Assignment,2024-05-20 03:56:35,51
2547,146,62,Reading,2025-02-05 14:25:56,117
2548,47,33,Video,2024-10-13 23:02:52,79
2549,751,62,Reading,2024-12-18 10:42:02,1
2550,888,85,Reading,2023-08-07 23:51:51,43
2551,718,67,Quiz,2024-08-20 17:08:25,101
2552,413,33,Video,2023-12-07 22:59:47,55
2553,72,88,Reading,2025-01-29 15:05:02,38
2554,1351,69,Assignment,2023-07-24 16:14:44,11
2555,884,20,Assignment,2024-08-27 20:26:54,46
2556,676,94,Reading,2025-05-07 20:13:18,11
2557,1422,36,Assignment,2023-08-24 04:52:25,34
2558,403,7,Assignment,2024-12-25 03:28:34,49
2559,251,81,Video,2025-03-09 13:47:53,65
2560,1031,14,Assignment,2025-04-11 01:05:41,119
2561,366,96,Assignment,2024-08-23 00:58:00,97
2562,621,55,Quiz,2023-08-06 16:03:06,56
2563,630,39,Reading,2025-02-09 22:10:52,85
2564,1210,21,Quiz,2023-07-21 19:09:01,45
2565,359,5,Discussion,2024-11-15 06:11:11,24
2566,1485,83,Assignment,2024-11-26 00:23:39,72
2567,302,40,Video,2024-09-01 17:30:02,67
2568,1106,29,Video,2023-11-16 03:02:35,40
2569,1336,79,Quiz,2024-03-10 13:07:03,63
2570,335,21,Assignment,2025-05-03 15:40:36,39
2571,1447,4,Discussion,2023-07-22 01:36:34,15
2572,1127,13,Discussion,2024-03-20 00:12:48,86
2573,372,82,Assignment,2023-07-10 23:36:05,21
2574,737,23,Assignment,2023-08-26 08:15:46,91
2575,1234,89,Quiz,2024-11-24 01:47:27,35
2576,661,31,Video,2024-12-10 09:28:08,96
2577,169,79,Quiz,2024-03-24 06:54:11,53
2578,832,79,Reading,2024-11-21 20:22:15,32
2579,97,95,Assignment,2024-04-10 11:29:23,89
2580,504,64,Quiz,2024-06-12 06:49:02,41
2581,677,41,Quiz,2024-05-09 14:58:37,67
2582,918,98,Discussion,2024-03-10 05:57:30,25
2583,1434,68,Video,2025-03-29 05:17:35,85
2584,1125,51,Discussion,2024-02-28 22:27:24,18
2585,723,78,Quiz,2024-02-10 17:07:31,17
2586,1124,45,Reading,2024-11-17 10:02:37,82
2587,1268,39,Video,2024-04-30 02:26:31,11
2588,955,69,Discussion,2024-12-14 11:36:49,60
2589,881,28,Quiz,2025-05-09 22:09:39,23
2590,166,60,Discussion,2024-06-28 10:47:42,69
2591,1003,16,Reading,2024-08-24 03:56:16,26
2592,1009,56,Assignment,2023-06-07 00:16:07,27
2593,391,66,Discussion,2023-12-04 16:53:17,22
2594,828,87,Assignment,2025-01-27 02:50:36,22
2595,817,69,Video,2023-11-18 05:50:36,115
2596,1138,64,Quiz,2025-04-23 13:36:50,36
2597,408,26,Assignment,2024-06-13 11:28:52,24
2598,892,96,Assignment,2024-04-30 03:19:43,78
2599,1200,20,Discussion,2024-06-30 23:29:30,91
2600,42,35,Video,2024-08-14 10:35:03,94
2601,887,80,Reading,2024-05-01 17:52:59,18
2602,77,31,Assignment,2024-09-07 22:58:14,42
2603,287,73,Assignment,2023-10-14 05:03:55,44
2604,382,2,Assignment,2024-02-07 14:23:26,77
2605,359,31,Reading,2024-07-29 22:40:36,47
2606,1469,13,Quiz,2023-09-28 09:40:24,92
2607,86,57,Assignment,2024-03-31 16:44:57,27
2608,1339,21,Assignment,2024-12-19 08:10:33,114
2609,1440,76,Reading,2025-03-11 04:02:24,63
2610,1054,70,Video,2025-05-14 14:15:40,68
2611,1488,46,Video,2023-07-08 22:51:45,8
2612,383,56,Assignment,2024-06-09 10:59:42,23
2613,307,30,Discussion,2023-08-11 00:24:40,78
2614,595,6,Quiz,2024-04-11 12:10:41,54
2615,600,41,Video,2024-05-08 18:38:21,59
2616,851,72,Reading,2025-02-20 13:07:16,48
2617,286,95,Video,2025-01-11 01:44:59,72
2618,344,58,Reading,2024-05-23 21:56:19,23
2619,1129,78,Reading,2025-04-24 08:41:32,49
2620,1273,45,Reading,2024-11-16 18:20:38,116
2621,749,23,Discussion,2024-06-26 06:08:20,30
2622,384,64,Assignment,2023-07-09 11:15:03,61
2623,470,25,Quiz,2024-08-15 16:01:32,96
2624,1135,44,Discussion,2023-10-22 01:59:27,39
2625,737,62,Discussion,2025-03-26 23:16:30,84
2626,341,85,Reading,2024-07-13 19:39:16,37
2627,444,94,Discussion,2024-05-26 13:32:20,14
2628,713,3,Video,2023-07-13 20:30:23,45
2629,555,64,Quiz,2023-10-06 19:23:26,76
2630,672,18,Quiz,2023-12-06 08:50:34,99
2631,742,14,Reading,2023-08-21 20:23:03,120
2632,769,19,Video,2024-12-27 14:59:53,4
2633,222,66,Reading,2023-12-26 09:07:30,56
2634,223,54,Reading,2024-10-20 06:41:25,84
2635,333,21,Video,2025-02-10 20:00:28,33
2636,816,55,Quiz,2025-04-14 02:21:52,104
2637,1049,33,Quiz,2024-08-07 19:58:01,15
2638,611,53,Assignment,2025-05-21 22:12:30,72
2639,678,94,Reading,2023-09-06 21:09:14,108
2640,792,43,Video,2024-03-01 16:19:07,34
2641,816,55,Quiz,2024-11-24 06:59:41,63
2642,1270,51,Assignment,2025-05-07 11:44:55,11
2643,1297,59,Quiz,2023-09-04 13:52:04,9
2644,1353,10,Discussion,2024-11-29 04:56:49,48
2645,1097,80,Reading,2025-05-20 06:52:23,94
2646,58,82,Assignment,2023-09-29 11:47:47,120
2647,1297,54,Reading,2025-03-17 08:24:16,103
2648,256,46,Assignment,2024-04-26 21:27:41,2
2649,1077,31,Assignment,2024-07-30 03:58:00,51
2650,978,59,Reading,2025-05-11 10:48:22,88
2651,120,48,Assignment,2024-06-26 11:58:53,1
2652,307,88,Discussion,2023-09-16 02:53:31,11
2653,1342,15,Video,2025-05-28 08:13:33,102
2654,417,58,Quiz,2025-04-16 06:53:49,1
2655,1368,37,Quiz,2023-09-20 23:05:11,80
2656,1084,99,Quiz,2024-12-21 19:21:26,72
2657,857,17,Video,2023-06-13 00:14:02,9
2658,1303,94,Discussion,2023-12-30 16:19:44,7
2659,1092,10,Video,2024-12-12 07:02:52,51
2660,1313,48,Assignment,2023-07-26 21:54:04,74
2661,800,65,Assignment,2024-01-05 01:39:18,114
2662,1073,37,Discussion,2024-07-31 17:38:34,110
2663,934,27,Discussion,2023-06-22 01:31:20,13
2664,384,74,Reading,2023-10-01 05:59:41,12
2665,1498,58,Discussion,2023-11-13 16:25:33,4
2666,1443,12,Reading,2024-05-27 14:29:28,102
2667,529,2,Discussion,2025-01-02 15:44:48,119
2668,176,6,Assignment,2023-10-17 19:40:21,49
2669,80,43,Discussion,2024-12-10 05:48:17,20
2670,107,36,Quiz,2024-01-11 23:11:38,6
2671,1401,79,Video,2023-07-28 06:17:22,21
2672,1114,36,Assignment,2025-04-07 06:13:26,85
2673,1379,67,Assignment,2024-02-05 09:43:23,68
2674,371,20,Reading,2023-08-17 05:04:26,78
2675,207,24,Quiz,2023-12-16 00:05:02,109
2676,1066,14,Video,2024-12-19 00:42:07,67
2677,1141,99,Reading,2025-02-11 16:04:22,14
2678,1478,32,Assignment,2024-09-10 15:55:18,112
2679,800,66,Video,2024-03-24 14:34:03,120
2680,409,16,Quiz,2025-04-28 10:41:04,94
2681,680,55,Assignment,2024-02-14 02:59:19,24
2682,1171,36,Assignment,2025-05-25 11:12:44,91
2683,851,60,Discussion,2024-09-09 01:08:52,28
2684,1483,64,Quiz,2023-09-20 15:41:38,31
2685,854,7,Video,2023-09-28 21:53:59,9
2686,606,2,Quiz,2025-03-10 18:07:53,60
2687,1359,53,Discussion,2024-03-27 14:12:54,105
2688,793,30,Reading,2024-06-04 23:08:32,89
2689,6,98,Quiz,2025-03-10 06:35:52,80
2690,615,21,Discussion,2023-08-19 05:50:39,73
2691,1170,37,Discussion,2024-10-15 17:11:12,73
2692,326,14,Reading,2023-07-24 01:26:01,68
2693,913,49,Reading,2024-07-25 18:18:57,88
2694,359,93,Quiz,2023-11-15 20:06:28,36
2695,1452,28,Video,2024-12-18 06:20:44,65
2696,454,81,Discussion,2024-08-09 02:56:26,116
2697,1224,39,Video,2023-06-29 06:53:59,101
2698,100,79,Assignment,2024-03-26 06:08:21,86
2699,256,4,Discussion,2025-04-06 19:25:17,69
2700,911,81,Quiz,2024-10-11 11:45:00,1
2701,1336,86,Reading,2023-11-16 10:20:29,58
2702,315,30,Quiz,2024-07-09 04:19:50,51
2703,798,27,Video,2024-01-23 07:37:51,10
2704,299,55,Assignment,2023-08-08 11:15:10,12
2705,1029,70,Assignment,2025-02-13 11:47:49,91
2706,1437,38,Quiz,2024-10-12 08:39:39,85
2707,141,44,Assignment,2023-10-30 00:51:17,107
2708,372,50,Video,2025-02-06 18:41:52,66
2709,866,9,Quiz,2024-03-18 03:45:23,4
2710,82,55,Video,2025-03-09 21:24:31,80
2711,1215,69,Video,2023-11-02 12:25:50,120
2712,1427,35,Reading,2024-11-01 02:39:31,27
2713,738,80,Reading,2024-02-29 13:06:26,17
2714,40,80,Quiz,2024-05-15 10:30:01,108
2715,489,21,Discussion,2024-09-06 02:06:48,70
2716,902,89,Reading,2023-10-19 08:20:15,57
2717,884,95,Video,2024-06-03 19:29:04,18
2718,1007,36,Discussion,2025-01-06 13:56:40,9
2719,21,50,Quiz,2023-07-16 08:18:46,85
2720,702,35,Discussion,2025-05-03 23:01:45,89
2721,715,19,Reading,2024-10-20 13:53:10,108
2722,548,76,Reading,2023-09-03 02:13:01,56
2723,92,27,Assignment,2025-02-12 13:06:39,29
2724,880,40,Assignment,2024-04-24 19:25:26,33
2725,868,84,Quiz,2024-11-07 17:18:37,32
2726,126,25,Quiz,2024-07-06 11:13:58,49
2727,999,90,Video,2023-06-03 16:22:46,60
2728,1367,19,Video,2023-06-07 11:21:14,48
2729,1040,70,Assignment,2023-07-15 07:28:21,22
2730,173,72,Quiz,2024-09-27 08:38:03,30
2731,562,24,Reading,2023-08-03 14:13:11,21
2732,1074,36,Video,2025-02-20 08:23:55,88
2733,1380,62,Assignment,2023-10-17 15:19:09,64
2734,247,9,Video,2025-03-04 11:46:42,2
2735,349,73,Discussion,2024-09-27 06:00:00,42
2736,1110,40,Discussion,2023-09-13 12:10:18,21
2737,618,4,Quiz,2025-04-06 23:14:32,96
2738,572,54,Video,2024-09-09 13:50:47,80
2739,927,65,Reading,2024-08-22 11:11:41,85
2740,15,72,Reading,2024-02-28 17:02:56,27
2741,1122,86,Assignment,2023-12-07 21:33:01,31
2742,1300,13,Video,2024-03-13 10:49:45,22
2743,1153,23,Discussion,2024-12-04 05:54:13,114
2744,368,50,Video,2023-06-14 13:28:32,111
2745,1443,32,Quiz,2024-08-22 13:44:56,17
2746,946,89,Quiz,2023-10-07 04:41:11,16
2747,1477,8,Discussion,2024-07-18 01:36:56,57
2748,1439,72,Assignment,2024-03-01 12:45:14,52
2749,1414,94,Quiz,2023-06-28 06:00:42,36
2750,861,44,Discussion,2023-07-02 04:24:45,106
2751,556,7,Reading,2024-11-22 16:06:19,7
2752,1477,59,Quiz,2024-07-29 19:15:44,17
2753,386,87,Quiz,2024-09-27 08:56:17,9
2754,990,33,Assignment,2023-10-25 21:25:34,107
2755,805,34,Quiz,2024-01-27 09:42:25,53
2756,1414,4,Video,2024-06-14 11:58:22,87
2757,1309,66,Quiz,2024-06-05 06:06:27,1
2758,248,59,Video,2023-12-05 03:00:17,58
2759,1129,40,Reading,2025-01-03 10:46:18,17
2760,1000,93,Reading,2023-08-18 17:00:30,100
2761,1295,6,Assignment,2023-09-28 21:07:12,6
2762,1470,99,Video,2024-09-14 03:52:17,55
2763,733,18,Discussion,2023-10-31 12:01:26,92
2764,10,19,Assignment,2023-09-27 03:51:44,1
2765,672,72,Discussion,2023-10-18 16:36:40,100
2766,1165,72,Reading,2025-03-15 10:57:34,29
2767,577,48,Discussion,2024-03-14 22:06:23,13
2768,26,26,Discussion,2025-01-06 01:19:28,64
2769,48,51,Assignment,2024-06-05 21:42:37,120
2770,301,21,Reading,2025-01-26 16:03:24,114
2771,1144,28,Assignment,2024-09-28 15:58:25,18
2772,1279,34,Reading,2023-08-17 07:28:54,82
2773,1055,60,Assignment,2024-11-13 06:18:47,97
2774,162,28,Quiz,2025-03-29 16:41:50,100
2775,249,48,Reading,2024-08-30 14:33:14,81
2776,1061,79,Assignment,2023-07-08 02:55:54,22
2777,1291,85,Reading,2023-12-30 14:16:51,24
2778,705,23,Discussion,2025-01-16 09:34:42,109
2779,2,76,Video,2023-10-22 05:49:38,98
2780,892,87,Assignment,2023-10-04 13:46:11,49
2781,246,75,Quiz,2023-12-31 11:16:16,90
2782,789,62,Assignment,2025-03-30 22:44:35,93
2783,161,39,Quiz,2023-09-20 11:38:21,11
2784,113,30,Reading,2024-09-04 12:17:13,70
2785,251,82,Quiz,2023-11-09 17:52:18,106
2786,763,10,Discussion,2025-03-14 09:25:47,79
2787,94,79,Assignment,2025-05-02 20:04:57,19
2788,1147,76,Discussion,2023-08-25 15:49:06,24
2789,1471,19,Discussion,2024-04-21 19:22:12,120
2790,1123,32,Discussion,2025-03-25 12:02:57,104
2791,120,1,Discussion,2024-07-13 12:54:45,77
2792,526,96,Assignment,2023-12-22 01:05:33,40
